ID,TARGET
1154270440,1
1147987574,2
1129622364,0
619797496,2
7391484886,2
10165219189,2
741382912,1
1130214814,2
78018389,0
75592880,2
1148114087,2
1127182550,2
1389719965,0
132955230,2
121208304,2
55887278,2
1147122590,0
1378226366,2
1433985624,1
1150610679,2
1147676750,2
1148190337,2
1392576319,2
1398864197,1
1129839899,1
1408021808,2
1148017175,1
345336837,2
369442637,2
6405058408,2
3151488250,1
1150080054,1
1148102072,1
1380252351,2
6448346949,1
6435392625,1
1149159698,1
1154227938,0
632762770,2
1446874849,2
1153926929,0
7426755515,0
6377649940,2
1149203833,0
1151199731,2
1152562934,1
1152591525,1
132847243,2
6397842294,2
6397557852,0
1425237833,0
438504201,1
632842011,2
1139474831,1
1153957998,2
1030773558,0
632999486,0
1153928358,0
1154265733,0
637151602,0
7399942108,2
499826213,0
734441518,1
6164987266,2
1025595344,0
1053577654,0
77736350,2
1152687879,0
1059907552,2
1152362603,2
1150220086,0
627918368,2
1020138498,2
634379004,0
5409812465,2
10139218330,0
7220406234,1
515752774,2
1021967070,2
107240146,1
1143500763,0
640076500,2
10152023109,1
627920508,2
1050780459,0
3424757922,2
361491376,1
727207708,0
734685065,1
6165078647,2
1056087321,0
734771440,1
1029962359,0
1146523752,2
1032476449,2
1152370646,2
1137672269,2
1152894103,0
1153866326,1
1153623926,0
1152362098,2
3116495178,2
10439599984,2
1131069683,0
3151529401,2
1033391776,1
634872823,0
525061515,1
1021953555,0
124845766,2
365734923,2
1153082731,2
1150012161,2
334970752,0
176097325,0
132067393,2
46148802,2
819223673,1
3151633152,2
1153223724,2
570899581,0
3114598996,2
3112815111,0
563180603,0
335256436,0
5110691353,0
361473858,2
5114988613,1
1410857454,0
338016835,0
1132479594,2
131775794,2
1150719304,1
3114091921,2
1147145856,2
567153607,0
1134650157,2
5445344063,0
1152438031,2
590849069,0
118419181,2
644179228,2
643148424,2
1145182286,0
1037852707,2
468907532,2
627373544,2
648100365,2
65839978,2
633244039,1
810333680,2
636229061,2
648083566,2
633933410,0
1148690967,2
633862561,2
819748686,2
640201457,2
713155642,1
384534469,0
648017814,0
814598953,2
624163147,2
1020798516,0
87652404,0
714290462,2
1029167595,2
712207293,2
109397370,0
712754592,2
74635895,2
732143035,0
1154209851,0
645438740,2
85044442,1
751946212,2
643615278,2
435326567,2
1010485816,0
810496230,2
818905117,2
1133759521,2
1153592663,1
106112582,0
3151812230,1
88183164,2
4395663824,0
1148653210,2
1380679726,1
1010722602,0
723996004,0
1146421130,1
1130229691,2
1139485594,0
1147607999,0
79336999,1
733137626,2
751634788,0
1132595485,0
1402459359,2
1127395753,2
565344807,0
115937932,2
117727893,0
1129411326,2
111026039,2
1144642448,1
1154019604,0
1148723198,0
376108790,0
322299644,0
610152461,1
19005573,2
107291231,0
1153566067,2
1027371295,2
1152306787,2
10451853694,2
10448932684,2
1153864963,1
1153873842,0
7430422623,2
7400925801,2
622544323,2
1153383230,2
7412421800,1
1153956764,0
1053513107,1
748602780,2
636833803,2
1152303134,2
1409295902,1
732220567,2
7394092536,2
7433538322,1
734126714,2
759776736,2
561889064,0
1042369626,1
5389332480,2
7403594793,2
5389120099,1
1142252972,2
334864123,2
3151653136,1
637216072,0
7387265993,2
7299255289,0
1050247664,2
1045868360,2
3109783543,0
1403011244,0
1149200314,1
1149086117,2
1154187007,2
1061488743,1
1144897877,0
1154164073,2
1146375924,2
1152904589,0
636853739,2
1020333217,0
648980459,0
3393303591,1
337256576,2
5428067742,1
633444121,2
1133793276,2
333377691,2
7445390071,2
1149873980,2
1438848753,0
3408568260,0
1164678107,0
1414219022,2
3394523977,2
1151121926,1
323039347,2
346189263,1
365775609,1
831373392,2
5385068047,2
1154222943,0
5409492408,2
510603382,2
1138092696,1
1153192985,2
10151980718,0
1069829967,1
518301092,2
1153179172,0
596146549,2
1220969947,0
1152425908,2
1407608905,0
636571881,2
640195794,2
641310636,2
1035200977,0
612312573,0
470251274,0
4105699534,0
1144244863,0
643829105,2
635714846,2
638040410,0
610857040,0
636138938,2
632987537,2
10447613544,0
823886635,1
819858125,2
819560777,0
89934204,0
810482240,0
620329248,0
713164938,1
363757535,1
639807487,0
108834907,2
732309314,1
645431856,0
636142140,2
642991975,1
1013583067,1
634073976,2
1014364046,0
754041571,1
624155912,2
642097767,2
74679302,1
1016581205,0
123029672,1
1010326726,1
810369749,0
1419672880,2
3434185666,0
811792969,0
814358764,1
3300267925,2
434035933,0
1395989573,2
4434032627,2
491949348,2
1153751776,0
1033207660,0
1154207262,2
1145532856,1
1154264335,0
1154298399,0
7394506170,2
10452570992,2
76991911,0
760496048,2
1034515588,1
1051437032,0
3152134567,1
1410135924,2
1144716782,2
1144027388,2
1138003309,2
1131902859,2
1164928549,2
1143090678,2
359992327,0
3425520264,0
123386518,1
123378378,0
1134529461,0
1154287912,0
124480289,0
1138963229,2
6441099978,2
1154266545,2
1152895244,1
1153489595,1
1153926447,2
636958500,2
1153900862,0
734771334,0
1410546026,2
717051277,0
7438938642,2
6406063437,2
1150976671,1
10393765470,2
7410328779,0
1147316462,2
448810322,2
1402384388,2
1146558902,1
1153922025,0
105363926,1
1151039723,0
742363784,2
7427702100,0
725105573,0
628946300,2
10446936645,1
750882339,2
648548107,2
1033310793,2
515792884,2
6396815688,2
1154275391,1
640226687,2
360622676,0
3424413006,2
121194710,2
10432908242,0
3411749186,2
1145819890,1
1135941525,1
1036838070,0
1154252441,2
1154174941,2
634376173,0
346188128,2
10154391062,2
1152585811,0
1125132138,0
1033936162,0
1146430464,2
1011398615,0
1038268856,0
634142419,2
5123241829,0
1037715907,0
574956239,0
1413356378,2
1153051762,0
5116884572,1
366962358,2
10151396830,1
713544291,2
1154283725,2
1065735790,0
3104524270,2
1420241019,0
564380157,1
3151441283,0
333649912,1
599665369,0
87919425,0
1145970503,1
5124100679,2
1032007954,2
121204221,2
1153870697,0
584957698,2
120835598,2
5115121812,2
5396291388,2
563909407,2
334925762,0
580618711,2
1149090846,0
1152798504,0
760352716,2
7417562836,2
7296583633,2
732148544,2
616685828,0
465444100,2
1153145044,2
452064468,0
1045729229,0
8299385257,2
642402915,1
615266718,0
639470759,2
746026213,0
634870218,0
1019751159,2
3409335468,2
335304365,2
713896975,1
87577723,2
647573685,2
742537857,2
817672221,0
65839616,2
633668761,2
635770689,2
634636096,2
86169400,0
713166674,0
623046579,0
8213036493,2
630447247,2
1414239576,2
1010084284,2
125233687,1
449961145,0
450201551,0
1012859007,0
820802001,1
85821574,1
817420254,2
86817959,1
1010823837,2
819025916,2
10445715690,1
8165067996,1
816558843,1
429072045,1
1143633491,1
1154332922,2
76995899,2
1152301599,2
77698928,2
725591245,1
1428703649,2
116982954,1
1144034471,2
146165540,1
1153125864,2
110666921,0
1152990546,2
1143298671,2
1153990240,2
1153601678,2
1035332346,0
16800144,1
15668337,2
346049485,0
155453783,1
632255836,0
648193731,1
623629187,2
1010361950,0
1406858588,0
1455960283,1
1153227632,0
1153220037,1
1145820286,0
6164974321,2
7454718934,1
1134621230,2
638656700,2
1148710846,0
107556810,0
6377662431,2
7437911224,2
6386150925,2
1132984841,2
10154178035,2
1152578505,0
1420462235,2
10444739497,2
1138934415,0
1152572591,1
10445587968,0
10427089371,2
1153945080,0
1154347351,0
1027908926,0
632409312,2
7394257037,2
7407522038,0
1153878848,2
1153820025,0
79072083,1
734358360,1
638166082,2
486029772,1
1050020461,1
737908422,2
10124976901,0
5388162988,2
1031443303,1
7410825198,2
7409994287,2
649051937,2
7418475748,1
123375881,2
123380126,2
628395332,2
1151272235,2
10447189465,2
1154018757,0
1140378584,2
734687806,1
1153082849,2
1153417067,0
1153071793,2
337917429,1
1035353315,0
1154215516,2
1037511015,0
1154124801,0
3112407904,2
6407691513,0
3212935311,2
3101542299,2
629972421,2
1153947645,2
1152421077,2
336091659,1
646304794,2
1063787088,2
382223431,0
639942497,2
374646591,1
155064636,2
1153448343,0
1064911838,0
1146874726,0
3110438235,0
374480222,2
1153026752,0
10151571454,0
1410726659,2
1143769513,2
361585025,1
3404285127,0
1147044164,0
590532719,0
1152643695,2
1134689466,2
5124422477,1
5119547306,2
3151561108,0
1064192870,1
1379888353,2
1127339943,2
1380581873,2
634795762,2
637731143,2
647710172,0
69705176,0
642840720,0
719148629,1
738888218,1
644170649,0
1154150422,2
643840853,1
1125864515,0
65838747,2
643406307,0
65224879,1
612905122,0
634302371,2
630433103,2
812144913,1
1036209685,0
8437784040,0
736190517,2
810537687,2
8403344867,0
821652654,0
1040898302,0
10298066193,2
818229969,2
830719139,0
377989229,1
635770750,2
1035508472,2
747669339,2
829488169,0
620331395,0
414987567,2
1011254405,0
85823318,0
811690885,2
107927374,2
108836474,0
88361565,2
373128695,1
89250539,2
1019753730,0
10444064550,2
450120581,0
437491529,2
821476656,2
88692129,1
1152398476,0
750785246,0
750305916,2
758743846,2
743096804,2
750693069,0
7299250178,0
760272700,2
752619419,2
1133047828,1
1150480269,1
562699448,1
528916394,0
561997600,1
117727369,2
16422498,0
1154305106,1
1148890752,0
127681653,0
1413840662,1
78810665,1
1151240350,2
3151908384,2
6379434409,1
10441639616,2
1154054762,2
632394868,2
1381583807,1
6165041003,2
1033003090,1
632580065,2
10430233485,2
632921290,2
7413030560,2
1380239191,1
728272423,2
1153037495,0
737201618,2
1148922839,2
1039979960,0
7435864305,2
1141640834,0
1394123150,2
1154241881,0
483742885,0
439780201,1
637452959,2
1141116048,2
1148477652,1
630979445,0
639527932,0
1150678066,2
7384789623,2
4108840401,2
646497755,0
1147954381,2
1154029144,2
1038901040,2
1057922674,0
633301743,0
648013514,0
10427412292,2
1395432178,1
1152495363,1
3164683998,2
334768232,2
1152508077,0
1152750506,2
336020538,2
1423865954,2
362630320,1
1152598533,2
1131009197,2
1152808420,2
395146085,2
1033086130,2
3116324887,2
1032669987,2
344988393,0
639526727,0
639623066,0
58913914,0
646926948,2
1435317549,2
1129555985,0
1387458262,2
1133593387,0
114245453,2
1149191740,0
1152402423,2
1150117889,2
3152145783,2
1438868168,1
1153023410,2
742362255,0
732813181,2
1060033697,0
3446601661,0
335191917,2
10213102890,1
587681402,0
335841383,1
571004710,2
571981811,2
3151440762,0
810658112,2
1145995385,1
398228735,0
370592802,1
5108554385,1
1142658567,1
1138256946,2
1300234904,1
1154151294,0
1035259745,1
1154312194,2
1149023150,0
1152422970,0
1452269650,1
395631889,2
580394562,0
639828462,2
7393844614,1
646090157,2
752358586,2
619358542,2
1150686396,0
643864939,0
636127826,2
1037132677,0
614857617,2
612319410,0
610357584,0
69706757,0
633161160,0
813424577,2
814805509,0
86355416,2
824192151,2
610364693,2
816034885,0
1019761770,0
812027264,0
1036465497,0
610856881,2
712484514,2
628940301,2
810036721,0
617750291,2
631904815,1
109175858,0
1018827340,0
633991614,2
712756372,2
629958195,2
451443454,1
435406452,0
810072312,2
109419506,2
10219824192,0
1010098539,2
826596114,0
825262382,1
820802696,2
3116556059,2
131858371,2
87598486,1
333331451,0
1150598481,0
1150571226,2
1148427131,2
819559019,0
810307513,2
467882961,1
821133481,2
831085310,2
85864555,0
462285411,0
85049738,0
86106974,2
819244641,2
87637330,2
1396284291,2
758871358,2
1153277252,0
749898878,1
7220411884,2
7418125417,1
7391064301,2
1419265785,0
398221633,2
368187297,0
3152218638,2
392359735,0
1153138347,2
131093045,1
1152304207,1
1154305651,0
1147834122,2
7393539900,2
1129349613,2
1141435015,2
19204811,0
338091927,1
6165034650,2
86638143,0
8299389817,0
6431517253,1
626302435,2
1389464970,2
6297766488,1
1152996358,0
1038333766,0
636465959,2
332641501,2
716545171,0
7439120340,0
1145376667,0
6386009146,2
727726426,0
16607817,2
1152643669,1
1132919891,2
7417395519,1
6431511710,0
469152233,2
753015066,2
757646511,2
1150775580,2
1442583965,0
6442315850,2
7411789422,2
1143220740,2
726664212,1
7412422316,0
395531999,2
123750879,2
751216421,0
5108236112,1
10444294750,2
1034299186,1
1072410484,0
639810762,0
810054175,2
10452580869,2
3213718868,1
10433207837,0
744227137,2
7424041637,0
1029425137,2
731284494,0
7403370736,2
1154266796,2
1035371040,0
1153540155,1
755201126,0
1152389852,2
3117707411,2
1032828303,1
1033852790,0
1154297091,0
1137147616,1
1152288253,0
1026302294,0
1152374411,0
648081843,2
3378318723,0
1380573802,0
1153881252,1
563278257,1
611987748,0
337258924,1
327351792,1
10395047169,0
373239839,1
1148724689,1
1153116691,1
384511020,2
1134298349,0
132498781,2
1143307627,0
1153923500,2
382218986,0
3393297498,2
10121838811,0
8165371630,2
89790717,2
59679075,0
398133203,2
1154356444,2
1152426818,2
1068189983,2
10151877659,1
332075356,1
10151498164,0
5417868965,2
1152523629,1
563291686,2
1132387455,2
564086710,2
568419407,2
5404228406,2
580334029,2
1152891922,2
121557038,0
641242631,0
1037654200,0
648074995,1
467622202,2
6449251111,2
643482307,0
630434738,0
635769712,0
613653226,2
647714639,0
1038771296,0
819420038,1
8299858791,2
641432758,2
820015274,2
87406346,0
640226889,2
88432525,1
69447822,2
361514461,1
109429685,1
642191821,2
7433072204,2
610618897,0
384576546,1
1039625797,0
641618240,2
86107838,0
10377482752,2
10410574447,2
821301091,2
621956028,2
611125319,2
639838651,2
1012005282,1
108091448,2
106406784,2
814225886,1
824950393,2
1149101299,2
106635632,2
1152460690,2
1427148521,2
338093905,2
89572966,0
109925404,2
88164870,2
811800121,2
822388609,2
8297131718,0
826720163,1
818410122,2
88450676,2
8390489745,1
85868794,0
7400754044,2
77716501,1
1152638385,0
74682159,1
756446778,0
718089041,1
75581319,0
1213828261,0
3112444966,2
3103880136,0
1153593068,1
1148249042,1
1146068284,2
10152932770,0
1136974288,2
129053560,1
10152958009,2
10444663309,1
1154201771,0
1153262454,1
1390759895,2
335154007,2
65847105,2
1128885026,2
1153990122,1
1152920177,1
1045159873,0
1400547336,0
635864647,0
1165766461,2
1031735460,0
7409218470,0
1148658284,2
15947849,2
6379013095,0
724544465,2
7299718795,1
1152580819,1
1148298209,0
7394511929,2
1142195322,2
1046683459,2
67054908,2
1148424518,1
1141574577,0
1143986213,2
648666982,0
7432537691,0
731280910,0
734686832,0
4406493388,2
1153577520,0
1032831465,1
6378010075,2
1134490184,2
1152424330,2
647639220,2
756164326,1
6394766619,2
3426952476,2
1031973834,1
1038761955,1
637131742,2
3414812663,2
1152634925,1
10435463890,0
133012360,2
1403503549,0
1154238186,0
1152376269,2
1152585019,0
1143032026,0
1143672267,0
1152616131,0
1153833766,2
1153839564,2
1154344900,1
1153217678,2
10377712219,0
647860029,1
1147902738,2
1134983428,0
610859807,1
3400350343,2
630978318,0
639046893,2
1034961977,2
59685020,1
734135397,2
1149239804,2
1152431834,1
1128790912,2
1152650924,0
1152627325,2
8379812905,2
1153526029,1
